quantity,prefix,style and dimensions,outer cover,foam,underpanel,incontinence cover,colour,notes,descriptions,pn,part_of_sequence,date_as_string,rigidiser cover
1,1125,SC - 1212,1,0,0,0,060 Ocean Blue,,"Spex Kidz Standard Contour cushion spare outer breathable cover, 12"" wide x 12"" deep",1125-1212-6SC_060,5.8,221104,0
1,1145,SC - 1212,0,1,1,0,,,"spex cushion foam unit, 12"" wide x 12"" deep, standard contour",1145-1212-3SC,1.2,221108,0
1,1125,SC - 2020,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 20"" wide x 20"" deep",1125-2020-6SC,6.8,221114,0
1,1103,SC - 2220,1,1,0,1,000 Black,,"Vigour XLella Bariatric Standard Contour cushion, 22"" wide x 20"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-2220-0SC,38.3,221114,0
1,1125,HC - 1820,1,0,0,0,022 Chilli Red,,"Spex High Contour Cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6HC_022,6.14,221115,0
1,1125,HC - 1820,1,0,0,0,022 Chilli Red,,"Spex High Contour Cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6HC_022,6.15,221115,0
1,1125,SC - 1212,1,0,0,0,060 Ocean Blue,,"Spex Kidz Standard Contour cushion spare outer breathable cover, 12"" wide x 12"" deep",1125-1212-6SC_060,3.1,221121,0
1,1105,SC - 1214,1,1,1,1,000 Black,,"Spex Classic Kidz Standard-Contour adjustable cushion, 12"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1214-0SC,4.1,221107,0
1,1105,SC - 1214,1,1,1,1,000 Black,,"Spex Classic Kidz Standard-Contour adjustable cushion, 12"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1214-0SC,4.2,221107,0
1,1105,SC - 1214,1,1,1,1,000 Black,,"Spex Classic Kidz Standard-Contour adjustable cushion, 12"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1214-0SC,5.3,221108,0
1,1105,SC - 1918,1,1,1,1,000 Black,1111-0392-000: ½” Gel-foam overlay top of cushion,"Spex Classic Standard-Contour adjustable cushion, 19"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1918-0SC,15.1,221122,0
1,1125,SC - 1215,1,0,0,0,077 Royal Purple,"Medifab-Note: Medifab Manufacturing Notes. Note: Allow for 1"" of added Closed cell foam. Note: Spex Manufacturing Notes. Note:  Allow for 1"" of added Closed cell foam","Spex Kidz Standard Contour cushion spare outer breathable cover, 12"" wide x [15]"" deep",1125-12XX-6SC_077,32.1,221110,0
1,1105,SC - 1215,1,1,1,1,077 Royal Purple,"1111-CUST-002: Add Closed Cell Foam to underneath of cushion for extra height (specify thickness of extra foam). 1""","Spex Classic Kidz Standard-Contour adjustable cushion, 12"" wide x [15]"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-12XX-0SC_077,34.1,221110,0
1,1125,SC - 1416,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SC,10.5,221116,0
1,1125,SC - 1416,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SC,24.2,221116,0
1,1105,SC - 1717,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 17"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1717-0SC,40.11,221117,0
1,1125,SC - 1718,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SC,5.15,221117,0
1,1105,SC - 1312,1,1,1,1,000 Black,,"Spex Classic Kidz Standard-Contour adjustable cushion, 13"" wide x 12"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1312-0SC,20.1,221104,0
1,1125,SC - 1312,1,0,0,0,000 Black,,"Spex Kidz Standard Contour cushion spare outer breathable cover, 13"" wide x 12"" deep",1125-1312-6SC,20.2,221104,0
1,1125,SC - 1212,1,0,0,0,022 Chilli Red,,"Spex Kidz Standard Contour cushion spare outer breathable cover, 12"" wide x 12"" deep",1125-1212-6SC_022,36.15,221115,0
1,1105,SC - 1717,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 17"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1717-0SC,40.8,221117,0
1,1125,SC - 1718,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SC,5.15,221117,0
1,1105,SC - 1717,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 17"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1717-0SC,40.8,221117,0
1,1125,SC - 1919,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 19"" wide x 19"" deep",1125-19XX-6SC,19.2,221117,0
1,1145,SC - 1316,0,1,1,0,,,"Spex Cushion foam unit only, 13"" wide x 16"" deep, standard contour ",1145-1316-3SC,1.6,221108,0
1,1145,SC - 1316,0,1,1,0,,,"Spex Cushion foam unit only, 13"" wide x 16"" deep, standard contour ",1145-1316-3SC,1.7,221108,0
1,1125,SC - 1414,1,0,0,0,028 Calypso Pink,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SC_028,9.1,221108,0
1,1125,SC - 1414,1,0,0,0,028 Calypso Pink,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SC_028,5.6,221109,0
1,1125,SC - 1414,1,0,0,0,077 Royal Purple,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SC_077,5.7,221109,0
1,1105,SC - 1414,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 14"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1414-0SC,2.3,221110,0
1,1125,SC - 1414,1,0,0,0,077 Royal Purple,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SC_077,9.2,221110,0
1,1103,SC - 1418,1,1,0,1,000 Black,,"Vigour Standard Contour cushion, 14"" wide x 18"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-1418-0SC,25.1,221116,0
1,1123,SC - 1616,1,0,0,0,000 Black,,"Vigour Standard Contour Cushion spare outer breathable cover, 16"" wide x 16"" deep",1123-1616-6SC,10.3,221116,0
1,1103,SC - 1818,1,1,0,1,000 Black,,"Vigour Standard Contour cushion, 18"" wide x 18"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-1818-0SC,1.5,221116,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,6.11,221116,0
1,1145,SC - 1414,0,1,1,0,,,"spex cushion foam unit, 14"" wide x 14"" deep, standard contour",1145-1414-3SC,1.4,221121,0
1,1125,SC - 1414,1,0,0,0,022 Chilli Red,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SC_022,3.2,221121,0
1,1125,SC - 1414,1,0,0,0,060 Ocean Blue,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SC_060,3.3,221121,0
1,1125,SC - 1414,1,0,0,0,060 Ocean Blue,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SC_060,3.4,221121,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,6.12,221116,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,6.13,221116,0
1,1103,SC - 1416,1,1,0,1,000 Black,,"Vigour Standard Contour cushion, 14"" wide x 16"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-1416-0SC,4.1,221110,0
1,1123,SC - 1416,1,0,0,0,000 Black,,"Vigour Standard Contour Cushion spare outer breathable cover, 14"" wide x 16"" deep",1123-1416-6SC,14.1,221110,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,6.14,221116,0
1,1105,SC - 1415,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 14"" wide x 15"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-14XX-0SC,19.1,221116,0
1,1123,SC - 1818,1,0,0,0,000 Black,,"Vigour Standard Contour Cushion spare outer breathable cover, 18"" wide x 18"" deep",1123-1818-6SC,24.7,221116,0
1,1105,SC - 1717,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 17"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1717-0SC,40.8,221117,0
1,1125,SC - 2020,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 20"" wide x 20"" deep",1125-2020-6SC,35.2,221117,0
1,1125,SC - 2020,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 20"" wide x 20"" deep",1125-2020-6SC,47.1,221117,0
1,1125,SC - 1416,1,0,0,0,054 Leaf Green,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SC_054,4.1,221118,0
1,1125,SC - 1416,1,0,0,0,028 Calypso Pink,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SC_028,4.9,221118,0
1,1125,SC - 1416,1,0,0,0,022 Chilli Red,,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SC_022,3.11,221121,0
1,1105,SC - 1416,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SC,26.1,221121,0
1,1105,SC - 1417,1,1,1,1,030 Mango Orange,1111-0392-000: ½” Gel-foam overlay top of cushion,"Spex Classic Standard-Contour adjustable cushion, 14"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-14XX-0SC_030,14.1,221108,0
1,1125,SC - 1417,1,0,0,0,030 Mango Orange,1111-0392-000: ½” Gel-foam overlay top of cushion,"Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 17"" deep",1125-14XX-6SC_030,14.2,221108,0
1,1145,SC - 1417,0,1,1,0,,,"Spex Cushion foam unit only, 14"" wide x 17"" deep, standard contour ",1145-1417-3SC,3.7,221122,0
1,1125,SC - 1418,1,0,0,0,000 Black,"1111-0315-000: Custom Pre-ischial Shelf. Dimensions:F = 200mm, E = 50mm; 1111-0292-000: Cushion cut-out For Leg Length Discrepancy. Dimension T = 20mm. User's side=RIGHT; 1111-0339-000: SuperHigh pommel contouring on Standard Contour cushion","Spex Standard Contour cushion spare outer breathable cover, 14"" wide x 18"" deep",1125-1418-6SC,58.1,221031,0
1,1125,SC - 1818,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SC,24.8,221116,0
1,1103,SC - 1420,1,1,0,1,000 Black,,"Vigour Standard Contour cushion, 14"" wide x 20"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-14XX-0SC,21.1,221102,0
1,1123,SC - 1420,1,0,0,0,000 Black,,"Vigour Standard Contour Cushion spare outer breathable cover, 14"" wide x 20"" deep",1123-14XX-6SC,21.2,221102,0
1,1123,SC - 1514,1,0,0,0,000 Black,,"Vigour Standard Contour Cushion spare outer breathable cover, 15"" wide x 14"" deep",1123-1514-6SC,33.1,221108,0
1,1105,SC - 1514,1,1,1,1,090 Granite Grey,,"Spex Classic Standard-Contour adjustable cushion, 15"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1514-0SC_090,16.2,221110,0
1,1125,SC - 1514,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 15"" wide x 14"" deep",1125-1514-6SC,16.3,221110,0
1,1125,SC - 1516,1,0,0,0,054 Leaf Green,,"Spex Standard Contour cushion spare outer breathable cover, 15"" wide x 16"" deep",1125-1516-6SC_054,16.1,221104,0
1,1125,SC - 1516,1,0,0,0,060 Ocean Blue,,"Spex Standard Contour cushion spare outer breathable cover, 15"" wide x 16"" deep",1125-1516-6SC_060,16.2,221104,0
1,1103,SC - 1516,1,1,0,1,077 Royal Purple,,"Vigour Standard Contour cushion, 15"" wide x 16"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-1516-0SC_077,13.2,221108,0
1,1125,SC - 1820,1,0,0,0,022 Chilli Red,,"Spex Standard Contour cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SC_022,6.16,221115,0
1,1105,SC - 1212,1,1,1,1,022 Chilli Red,,"Spex Classic Kidz Standard-Contour adjustable cushion, 12"" wide x 12"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1212-0SC_022,36.14,221115,0
1,1145,SC - 1517,0,1,1,0,,,"Spex Cushion foam unit only, 15"" wide x 17"" deep, standard contour ",1145-1517-3SC,1.16,221108,0
1,1145,SC - 1517,0,1,1,0,,,"Spex Cushion foam unit only, 15"" wide x 17"" deep, standard contour ",1145-1517-3SC,1.1,221109,0
1,1145,SC - 1517,0,1,1,0,,,"Spex Cushion foam unit only, 15"" wide x 17"" deep, standard contour ",1145-1517-3SC,1.2,221109,0
1,1105,SC - 1517,1,1,1,1,000 Black,1111-0292-000: Cushion cut-out For Leg Length Discrepancy. Dimension T = [3cm]. User's side=[right]  (right: 40cm); 1111-0294-000: Custom Inbuilt Pommel (Specify Dimensions). Dimensions:  M = [17cm],"Spex Classic Standard-Contour adjustable cushion, 15"" wide 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1517-0SC,29.2,221110,0
1,1145,SC - 1518,0,1,1,0,,,"Spex Cushion foam unit only, 15"" wide x 18"" deep, standard contour ",1145-1518-3SC,1.1,221102,0
1,1105,SC - 1518,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 15"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-15XX-0SC,32.1,221108,0
1,1125,SC - 1518,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 15"" wide x 18"" deep",1125-15XX-6SC,32.2,221108,0
1,1145,SC - 1518,0,1,1,0,,,"Spex Cushion foam unit only, 15"" wide x 18"" deep, standard contour ",1145-1518-3SC,1.3,221109,0
1,1123,SC - 1616,1,0,0,0,000 Black,,"Vigour Standard Contour Cushion spare outer breathable cover, 16"" wide x 16"" deep",1123-1616-6SC,8.1,221104,0
1,1105,SC - 1616,1,1,1,1,022 Chilli Red,,"Spex Classic Standard-Contour adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SC_022,14.1,221107,0
1,1105,SC - 1616,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SC,2.4,221110,0
1,1103,SC - 1616,1,1,0,1,000 Black,,"Vigour Standard Contour cushion, 16"" wide x 16"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-1616-0SC,3.1,221110,0
1,1125,SC - 1616,1,0,0,0,000 Black,,"Spex Standard Contour Standard Contour cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6SC,9.3,221110,0
1,1123,SC - 2220,1,0,0,0,000 Black,,"Vigour XLella Bariatric Standard Contour Cushion spare outer breathable cover, 22"" wide x 20"" deep",1123-2220-6SC,38.4,221114,0
1,1125,SS - 1517,1,0,0,0,000 Black,Note: Spex Manufacturing Notes. Note: cover for cushion with serial number 1074950 in sales order s287677; 1111-0292-000: Cushion cut-out For Leg Length Discrepancy. Dimension T = [3cm]. User's side=[left]  (L=40 cm and R=43cm),"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 15"" wide x [17]"" deep",1125-15XX-6SS,41.1,221114,0
1,1125,SS - 1620,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 20"" deep",1125-1620-6SS,21.1,221114,0
1,1105,SC - 1618,1,1,1,1,000 Black,"1111-0391-000: ½” soft SunMate overlay, cushion top. ","Spex Classic Standard-Contour adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SC,18.1,221114,0
1,1105,SC - 1720,1,1,1,1,000 Black,"0011-1010-003: Enable ACC Asset Label; 1111-0391-000: ½” soft SunMate overlay, cushion top","Spex Classic Standard-Contour adjustable Cushion Custom Size with contouring cell system for pelvis, hip and leg positioning 17"" wide x 20"" long ",1105-2929-0SC,13.1,221114,0
1,1123,SC - 1820,1,0,0,0,000 Black,,"Vigour Standard Contour Cushion spare outer breathable cover, 18"" wide x 20"" deep",1123-1820-6SC,10.4,221116,0
1,1105,SC - 1717,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 17"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1717-0SC,40.8,221117,0
1,1125,SH - 1718,1,0,0,0,000 Black,,"Spex Superhigh Contour adjustable cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SH,40.3,221117,0
1,1105,SC - 1818,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0SC,2.1,221117,0
1,1105,SC - 1616,1,1,1,1,022 Chilli Red,,"Spex Classic Standard-Contour adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SC_022,25.1,221121,0
1,1125,SC - 1616,1,0,0,0,000 Black,,"Spex Standard Contour Standard Contour cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6SC,34.1,221121,0
1,1125,SC - 1616,1,0,0,0,000 Black,,"Spex Standard Contour Standard Contour cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6SC,34.1,221121,0
1,1125,SC - 1616,1,0,0,0,000 Black,,"Spex Standard Contour Standard Contour cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6SC,34.2,221121,0
1,1105,SC - 1617,1,1,1,1,077 Royal Purple,"1111-0315-000: Custom Pre-ischial Shelf. Custom pre-ischial shelf, Dimensions:Angle of shelf (option) =90 degrees, F =27cm, E =3cm","Spex Classic Standard-Contour adjustable cushion, 16"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-16XX-0SC_077,39.2,221102,0
1,1125,SC - 1617,1,0,0,0,077 Royal Purple,"1111-0315-000: Custom Pre-ischial Shelf. Dimensions: Angle of shelf (option) =90 degrees, F = 27cm, E =3cm","Spex Standard Contour cushion spare outer breathable cover, 16"" wide x 17"" deep",1125-16XX-6SC_077,39.3,221102,0
1,1105,SC - 1618,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SC,42.1,221102,0
1,1106,SC - 1618,1,1,0,1,000 Black,,"SPEX Flex cushion system, 16"" wide x 18"" deep, Standard Contour. Biomechanical technology for limited hip flexion, asymmetric thigh alignment and other complex postures.",1106-1618-0SC,5.7,221103,0
1,1125,SC - 1618,1,0,0,0,022 Chilli Red,,"Spex Standard Contour cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SC_022,5.7,221108,0
1,1125,SC - 1618,1,0,0,0,028 Calypso Pink,,"Spex Standard Contour cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SC_028,5.8,221108,0
1,1125,SC - 1618,1,0,0,0,054 Leaf Green,,"Spex Standard Contour cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SC_054,5.9,221108,0
1,1125,SC - 1618,1,0,0,0,028 Calypso Pink,,"Spex Standard Contour cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SC_028,38.1,221109,0
1,1105,SC - 1618,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SC,2.7,221110,0
1,1105,SC - 1618,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SC,3.2,221110,0
1,1105,SS - 1920,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 19"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1920-0SS,23.1,221114,0
1,1105,SC - 2018,1,1,1,1,022 Chilli Red,,"Spex Classic Standard-Contour adjustable cushion, 20"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-2018-0SC_022,30.1,221114,0
1,1105,HC - 1416,1,1,1,1,028 Calypso Pink,,"Spex Classic High-Contour adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0HC_028,45.1,221114,0
1,1125,HC - 1416,1,0,0,0,028 Calypso Pink,,"Spex High Contour Cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6HC_028,45.2,221114,0
1,1125,SS - 1820,1,0,0,0,022 Chilli Red,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS_022,6.18,221115,0
1,1125,SS - 1414,1,0,0,0,000 Black,1111-0338-000: High Contour Pommel shaping on Super High Cushion,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS,45.2,221117,0
1,1125,SS - 1414,1,0,0,0,000 Black,1111-0338-000: High Contour Pommel shaping on Super High Cushion,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS,45.2,221117,0
1,1105,SC - 1618,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SC,13.2,221118,0
1,1105,SC - 1618,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SC,17.1,221121,0
1,1106,SC - 1620,1,1,0,1,000 Black,,"SPEX Flex cushion system, 16"" wide x 20"" deep, Standard Contour. Biomechanical technology for limited hip flexion, asymmetric thigh alignment and other complex postures.",1106-1620-0SC,2.12,221110,0
1,1125,HC - 1818,1,0,0,0,028 Calypso Pink,,"Spex High Contour Cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6HC_028,18.2,221115,0
1,1105,SC - 1819,1,1,1,1,022 Chilli Red,,"Spex Classic Standard-Contour adjustable Cushion Custom Size with contouring cell system for pelvis, hip and leg positioning 18"" wide x 19"" long ",1105-2929-0SC_022,41.2,221117,0
1,1125,SS - 1414,1,0,0,0,000 Black,1111-0338-000: High Contour Pommel shaping on Super High Cushion,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS,45.3,221117,0
1,1105,SC - 1716,1,1,1,1,000 Black,1111-0380-000: Extensions to widen cushion (spec width). width = 8mm  added to each side; 1111-0392-000: ½” Gel-foam overlay top of cushion,"Spex Classic Standard-Contour adjustable cushion, 17"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-17XX-0SC,17.1,221107,0
1,1125,SC - 1716,1,0,0,0,000 Black,1111-0392-000: ½” Gel-foam overlay top of cushion; 1111-0380-000: Extensions to widen cushion (spec width). width = 8mm added to each side,"Spex Standard Contour cushion spare outer breathable cover, 17"" wide x 16"" deep",1125-17XX-6SC,17.2,221107,0
1,1105,SC - 1716,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 17"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-17XX-0SC,20.1,221110,0
1,1125,SC - 1716,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 17"" wide x 16"" deep",1125-17XX-6SC,20.2,221110,0
1,1125,SC - 1717,1,0,0,0,090 Granite Grey,,"Spex Standard Contour cushion spare outer breathable cover, 17"" wide x 17"" deep",1125-1717-6SC_090,4.23,221107,0
1,1125,SS - 1418,1,0,0,0,000 Black,"1111-0304-000: SuperHigh Cushion modification, increase contouring to full height along depth","Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 18"" deep",1125-1418-6SS,29.3,221117,0
1,1105,SC - 1919,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 19"" wide x 19"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-19XX-0SC,19.1,221117,0
1,1125,SS - 1618,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS,5.13,221117,0
1,1105,SC - 2020,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 20"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-2020-0SC,35.1,221117,0
1,1125,SS - 1618,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS,5.14,221117,0
1,1105,SS - 1518,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 15"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1518-0SS,16.1,221122,0
1,1125,SC - 1718,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SC,5.13,221104,0
1,1125,SC - 1718,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SC,5.13,221104,0
1,1103,SC - 2020,1,1,0,1,000 Black,,"Vigour Standard Contour cushion, 20"" wide x 20"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-2020-0SC,1.6,221116,0
1,1125,SC - 2020,1,0,0,0,000 Black,,"Spex Standard Contour cushion spare outer breathable cover, 20"" wide x 20"" deep",1125-2020-6SC,10.1,221116,0
1,1125,SS - 1717,1,0,0,0,000 Black,Jay-Label: Attach Jay Label,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 17"" wide x 17"" deep",1125-1717-6SS,17.2,221117,0
1,1105,SS - 1214,1,1,1,1,022 Chilli Red,1111-0491-022: Change cushion outer cover border fabric to Chilli Red; Jay-Label: Attach Jay Label,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1214-0SS_022,23.1,221117,0
1,1105,SC - 1719,1,1,1,1,054 Leaf Green,,"Spex Classic Standard-Contour adjustable cushion, 17"" wide x 19"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-17XX-0SC_054,22.1,221104,0
1,1105,SC - 1719,1,1,1,1,000 Black,,"Spex Classic Standard-Contour adjustable cushion, 17"" wide x 19"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-17XX-0SC,30.1,221104,0
